id,codigo_120,name
4906,39512000-4,Roupa de cama
4907,39512100-5,Lençóis
4908,39512200-6,Fronhas para edredões
4909,39512300-7,Resguardos para colchões
4910,39512400-8,Edredões de penas
4911,39512500-9,Fronhas para almofadas
4912,39512600-0,Fronhas para travesseiros
4913,39513000-1,Roupa de mesa
4914,39513100-2,Toalhas de mesa
4915,39513200-3,Guardanapos
4916,39514000-8,Roupa de toucador e de cozinha
4917,39514100-9,Toalhas
4918,39514200-0,Toalhas de chá
4919,39514300-1,Toalhas de mãos em rolo
4920,39514400-2,Distribuidores automáticos de toalhas
4921,39514500-3,Toalhas de rosto
4922,39515000-5,"Cortinados, drapés, sanefas e estores de matérias têxteis"
4923,39515100-6,Cortinados
4924,39515110-9,Cortinas de protecção contra o fumo
4925,39515200-7,Drapés
4926,39515300-8,Sanefas
4927,39515400-9,Estores
4928,39515410-2,Estores interiores
4929,39515420-5,Estores de matérias têxteis
4930,39515430-8,Estores venezianos
4931,39515440-1,Estores verticais
4932,39516000-2,Artigos para guarnição de interiores
4933,39516100-3,Tecidos para decoração de interiores
4934,39516110-6,Almofadas
4935,39516120-9,Travesseiras
4936,39518000-6,Roupa para uso hospitalar
4937,39518100-7,Roupa para blocos operatórios
4938,39518200-8,Lençóis para blocos operatórios
4939,39520000-3,Artigos têxteis manufacturados
4940,39522000-7,"Encerados; velas para embarcações, pranchas à vela ou carros à vela; toldos, estores, tendas e artigos para campismo"
4941,39522100-8,"Encerados, toldos e estores de exterior"
4942,39522110-1,Encerados
4943,39522120-4,Toldos
4944,39522130-7,Estores de exterior
4945,39522200-9,Coberturas para camuflagem
4946,39522400-1,Velas para embarcações
4947,39522500-2,Artigos têxteis para campismo
4948,39522510-5,Colchões pneumáticos
4949,39522520-8,Camas de campanha
4950,39522530-1,Tendas
4951,39522540-4,Sacos-cama
4952,39522541-1,Sacos-cama com enchimento de penas ou penugem
4953,39523000-4,Pára-quedas
4954,39523100-5,Pára-quedas dirigíveis
4955,39523200-6,Rotochutes
4956,39525000-8,Artigos têxteis manufacturados diversos
4957,39525100-9,Panos do pó
4958,39525200-0,Filtros de tecido
4959,39525300-1,Coletes salva-vidas
4960,39525400-2,Cobertores de protecção contra as chamas
4961,39525500-3,Mosquiteiros
4962,39525600-4,Panos da louça
4963,39525700-5,Cintos salva-vidas
4964,39525800-6,Panos de limpeza
4965,39525810-9,Panos de lustrar
4966,39530000-6,"Carpetes, capachos e tapetes"
4967,39531000-3,Carpetes
4968,39531100-4,Tapetes de pontos nodados
4969,39531200-5,Tapetes tecidos
4970,39531300-6,Tapetes tufados
4971,39531310-9,Tapetes-ladrilho
4972,39531400-7,Revestimentos de solo
4973,39532000-0,Capachos
4974,39533000-7,Tapetes
4975,39534000-4,Revestimentos de solo industriais
4976,39540000-9,"Cordame, cordas, cordéis e redes diversos"
4977,39541000-6,"Cordame, cordas, cordéis e redes"
4978,39541100-7,"Cordéis, cordame e cordas"
4979,39541110-0,Cordas
4980,39541120-3,Cordame
4981,39541130-6,Cordão
4982,39541140-9,Cordéis
4983,39541200-8,Redes de matérias têxteis
4984,39541210-1,Redes com nós
4985,39541220-4,Lingas
4986,39542000-3,Trapos
4987,39550000-2,Artigos não urdidos
4988,39560000-5,Artigos têxteis diversos
4989,39561000-2,"Tules, rendas, faixas, artigos de passamanaria e bordados"
4990,39561100-3,"Faixas, artigos de passamanaria"
4991,39561110-6,Fitas
4992,39561120-9,Bandas de matérias têxteis
4993,39561130-2,Etiquetas e distintivos de matérias têxteis
4994,39561131-9,Etiquetas de matérias têxteis
4995,39561132-6,Distintivos de matérias têxteis
4996,39561133-3,Insígnias
4997,39561140-5,Passamanaria de ornamentação
4998,39561141-2,Entrançados em peça
4999,39561142-9,Ombreiras
5000,39561200-4,Tules
5001,39562000-9,Feltros
5002,39563000-6,"Trama de enchimento de matérias têxteis, fios, tecidos e artigos para usos técnicos"
5003,39563100-7,Trama de enchimento de matérias têxteis
5004,39563200-8,Fios metalizados
5005,39563300-9,Tecidos de fios de metal
5006,39563400-0,"Tecidos têxteis impregnados, revestidos ou recobertos"
5007,39563500-1,Artigos têxteis para usos técnicos
5008,39563510-4,Mangueiras de matérias têxteis
5009,39563520-7,Correias transportadoras de matérias têxteis
5010,39563530-0,Condutas de ventilação
5011,39563600-2,Artigos têxteis acolchoados
5012,39700000-9,Aparelhos de uso doméstico
5013,39710000-2,Electrodomésticos
5014,39711000-9,Aparelhos domésticos de cozinha
5015,39711100-0,Frigoríficos e congeladores
5016,39711110-3,Combinados de frigoríficos e congeladores
5017,39711120-6,Congeladores
5018,39711121-3,Arcas frigoríficas
5019,39711122-0,Congeladores domésticos
5020,39711123-7,Congeladores verticais
5021,39711124-4,Congeladores industriais
5022,39711130-9,Frigoríficos
5023,39711200-1,Máquinas para transformação de alimentos
5024,39711210-4,Misturadores de alimentos
5025,39711211-1,Trituradores de alimentos
5026,39711300-2,Aparelhos electrotérmicos
5027,39711310-5,Aparelhos eléctricos para preparação de café
5028,39711320-8,Aparelhos eléctricos para preparação de chá
5029,39711330-1,Torradeiras eléctricas
5030,39711340-4,Aquecedores de pratos
5031,39711350-7,Aparelhos para fazer waffles
5032,39711360-0,Fornos
5033,39711361-7,Fornos eléctricos
5034,39711362-4,Fornos a microondas
5035,39711400-3,"Assadores, fogareiros, mesas de trabalho e placas de aquecimento"
5036,39711410-6,Assadores
5037,39711420-9,Fogareiros
5038,39711430-2,Mesas de trabalho
5039,39711440-5,Chapas de cocção
5040,39711500-4,Abre-latas
5041,39712000-6,Aparelhos domésticos para a higiene corporal
5042,39712100-7,Máquinas de cortar o cabelo
5043,39712200-8,Aparelhos para cabeleireiro
5044,39712210-1,Secadores de cabelo
5045,39712300-9,Aparelhos para secar as mãos
5046,39713000-3,Aparelhos de limpeza; ferros de engomar
5047,39713100-4,Máquinas de lavar louça
5048,39713200-5,Máquinas de lavar e secar roupa
5049,39713210-8,Máquinas de lavar/secadores
5050,39713211-5,Unidade de secagem e engomagem
5051,39713300-6,Compactadores de lixo
5052,39713400-7,Máquinas para manutenção de pisos
5053,39713410-0,Máquinas para limpeza de pisos
5054,39713420-3,Enceradeiras de pisos
5055,39713430-6,Aspiradores
5056,39713431-3,Acessórios para aspiradores
5057,39713500-8,Ferros eléctricos
5058,39713510-1,Ferros a vapor
5059,39714000-0,Campânulas de ventilação ou reciclagem de ar
5060,39714100-1,Ventiladores
5061,39714110-4,Extractores de ar
5062,39715000-7,Aquecedores de água e aquecimento central para edifícios; equipamento para canalização
5063,39715100-8,"Aquecedores eléctricos de água, incluindo os de imersão, de aquecimento instantâneo ou de acumulação"
5064,39715200-9,Equipamento para aquecimento
5065,39715210-2,Equipamento para aquecimento central
5066,39715220-5,Resistências eléctricas para aquecimento
5067,39715230-8,Aparelhos eléctricos para aquecimento de solos
5068,39715240-1,Aquecedores eléctricos de ambiente
5069,39715300-0,Equipamento para canalização
5070,39716000-4,Partes de electrodomésticos
5071,39717000-1,Ventoinhas e aparelhos de ar condicionado
5072,39717100-2,Ventoinhas
5073,39717200-3,Aparelhos de ar condicionado
5074,39720000-5,Aparelhos não eléctricos de uso doméstico
5075,39721000-2,"Equipamento para cozedura e aquecimento, de uso doméstico"
5076,39721100-3,"Aparelhos para cozedura, de uso doméstico"
5077,39721200-4,Frigoríficos a gás
5078,39721300-5,"Aquecedores de ambiente ou distribuidores de ar quente, não eléctricos"
5079,39721310-8,Aquecedores de ar
5080,39721320-1,Desidratadores de ar
5081,39721321-8,Desidratadores de ar comprimido
5082,39721400-6,"Aquecedores de água não eléctricos, de aquecimento instantâneo ou de acumulação"
5083,39721410-9,Aparelhos a gás
5084,39721411-6,Aquecedores a gás
5085,39722000-9,"Peças para fogões de sala, fogões de cozinha, aquecedores de pratos e aparelhos de uso doméstico"
5086,39722100-0,Peças para fogões de sala
5087,39722200-1,Peças para fogões de cozinha
5088,39722300-2,Peças para aquecedores de pratos
5089,39800000-0,Produtos de limpeza e polimento
5090,39810000-3,Preparações odoríferas e ceras
5091,39811000-0,Preparações para perfumar ou desodorizar ambientes
5092,39811100-1,Purificadores do ar
5093,39811110-4,Distribuidores de produtos purificadores do ar
5094,39811200-2,Aerossóis de purificação do ar
5095,39811300-3,Desodorizantes de ambiente
5096,39812000-7,Pomadas e cremes
5097,39812100-8,Pomadas para soalhos
5098,39812200-9,Pomadas para calçado
5099,39812300-0,Ceras para polimento
5100,39812400-1,Preparações para varredura
5101,39812500-2,Agentes de estanquidade
5102,39813000-4,Pastas e pós abrasivos
5103,39820000-6,Agentes orgânicos tensoactivos
5104,39821000-3,Produtos de limpeza à base de amónia
5105,39822000-0,Produtos de limpeza à base de soda cáustica
5106,39830000-9,Produtos de limpeza
5107,39831000-6,Preparações para lavagem
5108,39831100-7,Dispersantes de óleo
5109,39831200-8,Detergentes
5110,39831210-1,Detergentes para máquinas de lavar louça
5111,39831220-4,Agentes desengordurantes
5112,39831230-7,Digestores de gorduras
5113,39831240-0,Preparações para limpeza
5114,39831250-3,Soluções para enxaguamento
5115,39831300-9,Produtos para limpeza de pavimentos
5116,39831400-0,Produtos para limpeza de ecrãs
5117,39831500-1,Produtos para limpeza de automóveis
5118,39831600-2,Produtos para limpeza de casa-de-banho
5119,39831700-3,Distribuidores automáticos de sabão
5120,39832000-3,Produtos para lavar a louça
5121,39832100-4,Detergentes em pó para louça
5122,39833000-0,Produtos anti-pó
5123,39834000-7,Solutos para limpeza de jóias
5124,41000000-9,Água captada e tratada
5125,41100000-0,Água natural
5126,41110000-3,Água potável
5127,41120000-6,Água não potável
5128,42000000-6,Máquinas industriais
5129,42100000-0,Máquinas para a produção e utilização de energia mecânica
5130,42110000-3,Turbinas e motores
5131,42111000-0,Mecanismos de motor
5132,42111100-1,Motores fora de borda para propulsão de embarcações
5133,42112000-7,Instalações para turbinas
5134,42112100-8,Turbinas a vapor de água
5135,42112200-9,Turbinas hidráulicas
5136,42112210-2,Rodas hidráulicas
5137,42112300-0,Turbinas a gás
5138,42112400-1,Equipamento para turbinas
5139,42112410-4,Instrumentos para turbinas
5140,42113000-4,Peças para turbinas
5141,42113100-5,Peças para turbinas a vapor de água
5142,42113110-8,Placas de apoio
5143,42113120-1,Cárters
5144,42113130-4,Sistemas de arrefecimento por ar para condensadores
5145,42113150-0,Sistemas de lubrificação
5146,42113160-3,Separadores de humidade
5147,42113161-0,Desumidificadores
5148,42113170-6,Equipamento rotativo
5149,42113171-3,Rotores
5150,42113172-0,Pás de rotores
5151,42113190-2,Mecanismos de viragem
5152,42113200-6,Peças para turbinas hidráulicas
5153,42113300-7,Peças para turbinas a gás
5154,42113310-0,Sistemas de entrada de ar
5155,42113320-3,Módulos de injecção de gás
5156,42113390-4,Sistemas de gás combustível
5157,42113400-8,Peças para rodas hidráulicas
5158,42120000-6,Bombas e compressores
5159,42121000-3,Motores hidráulicos ou pneumáticos
5160,42121100-4,Cilindros hidráulicos ou pneumáticos
5161,42121200-5,Motores de mecanismo hidráulico
5162,42121300-6,Motores de mecanismo pneumático
5163,42121400-7,Motores hidráulicos
5164,42121500-8,Motores pneumáticos
5165,42122000-0,Bombas (equipamento)
5166,42122100-1,Bombas para líquidos
5167,42122110-4,Bombas para combate a incêndios
5168,42122120-7,Equipamento para reabastecimento de helicópteros
5169,42122130-0,Bombas de água
5170,42122160-9,Bombas de refrigeração
5171,42122161-6,Bombas de refrigeração a água
5172,42122170-2,Bombas para óleo
5173,42122180-5,Bombas para combustível
5174,42122190-8,Bombas para betão
5175,42122200-2,Bombas de êmbolos de movimento alternativo para líquidos
5176,42122210-5,Geradores hidráulicos
5177,42122220-8,Bombas para águas residuais
5178,42122230-1,Bombas doseadoras
5179,42122300-3,Aceleradores de pressão para líquidos
5180,42122400-4,Bombas centrífugas e elevadores de líquidos
5181,42122410-7,Bombas para uso médico
5182,42122411-4,Bombas para uso nutricional
5183,42122419-0,Bombas perfusoras
5184,42122420-0,Elevadores de líquidos
5185,42122430-3,Bombas centrífugas
5186,42122440-6,Bombas rotativas
5187,42122450-9,Bombas de vácuo
5188,42122460-2,Bombas de ar
5189,42122480-8,Bombas de rotor
5190,42122500-5,Bombas de laboratório e acessórios
5191,42122510-8,Bombas peristálticas
5192,42123000-7,Compressores
5193,42123100-8,Compressores de gás
5194,42123200-9,Compressores rotativos
5195,42123300-0,Compressores para equipamento frigorífico
5196,42123400-1,Compressores de ar
5197,42123410-4,Compressores de ar montados
5198,42123500-2,Turbocompressores
5199,42123600-3,Compressores volumétricos de movimento alternativo
5200,42123610-6,Equipamento de ar comprimido
5201,42123700-4,Compressores centrífugos
5202,42123800-5,Compressores para aeronaves civis
5203,42124000-4,"Peças para bombas, compressores e motores"
5204,42124100-5,Partes de motores
5205,42124130-4,Peças para motores pneumáticos
5206,42124150-0,Peças para motores hidráulicos
5207,42124170-6,Peças para motores de reacção
5208,42124200-6,Peças para bombas ou para elevadores de líquidos
5209,42124210-9,"Peças para bombas manuais, para combustível e para betão"
5210,42124211-6,Peças para bombas para combustível
5211,42124212-3,Peças para bombas manuais
5212,42124213-0,Peças para bombas para betão
5213,42124220-2,Peças para bombas volumétricas de movimento alternativo
5214,42124221-9,Peças para geradores hidráulicos
5215,42124222-6,Peças para bombas doseadoras
5216,42124230-5,Peças para bombas volumétricas rotativas
5217,42124290-3,Peças para bombas centrífugas
5218,42124300-7,Peças para bombas de ar ou de vácuo e para compressores de ar ou de gás
5219,42124310-0,Peças para bombas de ar
5220,42124320-3,Peças para bombas de vácuo
5221,42124330-6,Peças para compressores de ar
5222,42124340-9,Peças para compressores de gás
5223,42130000-9,"Torneiras, válvulas e dispositivos similares"
5224,42131000-6,Torneiras e válvulas
5225,42131100-7,Válvulas definidas pela função
5226,42131110-0,Válvulas para radiadores de aquecimento central
5227,42131120-3,Válvulas de corrediça
5228,42131130-6,Reguladores de temperatura
5229,42131140-9,"Válvulas de segurança, de controlo, de retenção e redutoras de pressão"
5230,42131141-6,Válvulas redutoras de pressão
5231,42131142-3,Válvulas de controlo
5232,42131143-0,Válvulas de controlo das inundações
5233,42131144-7,Válvulas de controlo de processos
5234,42131145-4,Válvulas de retenção
5235,42131146-1,Válvulas anti-retorno
5236,42131147-8,Válvulas de segurança
5237,42131148-5,Válvulas de encerramento
5238,42131150-2,Válvulas para tubagem ascendente
5239,42131160-5,Tomadas de água
5240,42131170-8,Válvulas de escape para botijas de gás
5241,42131200-8,Válvulas definidas pela construção
5242,42131210-1,Válvulas de lâmina
5243,42131220-4,Válvulas de alta pressão
5244,42131230-7,Válvulas de obturador
5245,42131240-0,Válvulas de globo
5246,42131250-3,Válvulas de agulha
5247,42131260-6,Válvulas de esfera
5248,42131270-9,Válvulas rotativas
5249,42131280-2,Válvulas de borboleta
5250,42131290-5,Válvulas de membrana
5251,42131291-2,Válvulas deslizantes
5252,42131292-9,Válvulas de registo
5253,42131300-9,Diversos conjuntos de válvulas
5254,42131310-2,"""Árvores de natal"" (conjuntos terminais de válvulas) para plataformas petrolíferas"
5255,42131320-5,Colectores com alteração da secção de passagem
5256,42131390-6,Montagens de válvulas
5257,42131400-0,Torneiras ou válvulas para sanitários
5258,42132000-3,Partes de torneiras e válvulas
5259,42132100-4,Accionadores de válvulas
5260,42132110-7,Accionadores de válvulas eléctricos
5261,42132120-0,Accionadores de válvulas hidráulicos
5262,42132130-3,Accionadores de válvulas pneumáticos
5263,42132200-5,Peças para torneiras
5264,42132300-6,Peças para válvulas
5265,42140000-2,"Engrenagens, elementos de engrenagem e de transmissão"
5266,42141000-9,"Engrenagens cilíndricas, elementos de engrenagem e de transmissão"
5267,42141100-0,"Veios de transmissão, árvores de cames e cambotas"
5268,42141110-3,Veios de transmissão
5269,42141120-6,Árvores de cames
5270,42141130-9,Cambotas
5271,42141200-1,Caixas de mancal
5272,42141300-2,Engrenagens
5273,42141400-3,Volantes de inércia e polias
5274,42141410-6,Guinchos
5275,42141500-4,Embraiagens
5276,42141600-5,Roldanas para cadernais
5277,42141700-6,Elementos de acoplamento
5278,42141800-7,Juntas universais
5279,42142000-6,Peças para elementos de engrenagem e de transmissão
5280,42142100-7,Peças para elementos de engrenagem
5281,42142200-8,Peças para elementos de transmissão
5282,42150000-5,Reactores nucleares e respectivas peças
5283,42151000-2,Reactores nucleares
5284,42152000-9,Peças para reactores nucleares
5285,42152100-0,Sistemas de refrigeração de reactores
5286,42152200-1,Peças para cubas de reactores nucleares
5287,42160000-8,Instalações para caldeiras
5288,42161000-5,Caldeiras de água quente
5289,42162000-2,Caldeiras para produção de vapor
5290,42163000-9,Geradores de vapor
5291,42164000-6,Instalações auxiliares para caldeiras
5292,42165000-3,Condensadores de vapor
5293,42200000-8,"Máquinas para as indústrias alimentares, das bebidas e do tabaco e respectivas peças"
5294,42210000-1,"Máquinas para a transformação de alimentos, bebidas e tabaco"
5295,42211000-8,Máquinas de leitaria
5296,42211100-9,Desnatadeiras centrífugas
5297,42212000-5,Máquinas para a transformação de cereais ou de produtos hortícolas secos
5298,42213000-2,Máquinas utilizadas na fabricação de bebidas alcoólicas ou de bebidas à base de fruta
5299,42214000-9,"Fornos para cozedura de alimentos, secadores para produtos agrícolas e equipamento para cozedura ou aquecimento"
5300,42214100-0,Fornos para cozedura de alimentos
5301,42214110-3,Grelhadores
5302,42214200-1,Secadores para produtos agrícolas
5303,42215000-6,Máquinas para preparação ou fabricação industrial de alimentos ou de bebidas
5304,42215100-7,Máquinas para cortar géneros alimentícios
5305,42215110-0,Máquinas de cortar pão
5306,42215120-3,Máquinas de cortar fiambre
5307,42215200-8,Máquinas para a indústria alimentar
5308,42215300-9,Máquinas para fabricação de massas alimentícias
5309,42216000-3,Máquinas para a indústria do tabaco
5310,42220000-4,"Peças para máquinas para as indústrias alimentares, das bebidas e do tabaco"
5311,42221000-1,Peças para máquinas para a indústria alimentar
5312,42221100-2,Peças para máquinas de leitaria
5313,42221110-5,Peças para máquinas de ordenhar
5314,42222000-8,Peças para máquinas para a indústria das bebidas
5315,42223000-5,Peças para máquinas para a indústria do tabaco
5316,42300000-9,"Fornos, fornalhas e incineradores industriais ou de laboratório"
5317,42310000-2,Queimadores para alimentar fornalhas
5318,42320000-5,Incineradores de resíduos
5319,42330000-8,Fornos de fusão
5320,42340000-1,Fornos não-domésticos
5321,42341000-8,Fornos industriais
5322,42350000-4,Crematórios
5323,42390000-6,"Peças para queimadores para alimentar fornalhas, para fornalhas ou para fornos"
5324,42400000-0,Equipamento de elevação e de movimentação e suas partes
5325,42410000-3,Equipamento de elevação e de movimentação
5326,42411000-0,Talhas e guinchos
5327,42412000-7,"Máquinas de extracção para poços de minas, guinchos para uso subterrâneo e cabrestantes"
5328,42412100-8,Máquinas de extracção para poços de minas e guinchos para uso subterrâneo
5329,42412110-1,Máquinas de extracção para poços de minas
5330,42412120-4,Guinchos para uso subterrâneo
5331,42412200-9,Cabrestantes
5332,42413000-4,Macacos e guinchos para elevação de veículos
5333,42413100-5,Sistemas fixos de elevação
5334,42413200-6,Macacos hidráulicos
5335,42413300-7,Macacos pneumáticos
5336,42413400-8,Macacos mecânicos
5337,42413500-9,Guinchos para elevação de veículos
5338,42414000-1,"Gruas, pórticos móveis e carros-guindastes"
5339,42414100-2,Gruas
5340,42414110-5,Gruas portuárias
5341,42414120-8,Gruas de cais
5342,42414130-1,Gruas empilhadoras
5343,42414140-4,Gruas de contentores
5344,42414150-7,Gruas de torre
5345,42414200-3,Gruas suspensas
5346,42414210-6,Grua rolante
5347,42414220-9,Ponte girante
5348,42414300-4,"Gruas de pórtico, de lança orientável"
5349,42414310-7,Pórticos móveis
5350,42414320-0,"Gruas de pedestal, de lança orientável"
5351,42414400-5,Gruas montadas em veículos
5352,42414410-8,Gruas para montagem em camiões
5353,42414500-6,Pontes-guindastes
5354,42415000-8,"Empilhadores, carros-tractores, tractores para plataformas ferroviárias"
5355,42415100-9,Veículos de elevação
5356,42415110-2,Empilhadores
5357,42415200-0,Veículos para movimentação de cargas
5358,42415210-3,Veículos para movimentação de cargas equipados com dispositivos de elevação
5359,42415300-1,Carros-tractores do tipo utilizado em estações ferroviárias
5360,42415310-4,Veículos de direcção livre (FSVS)
5361,42415320-7,Equipamento para veículos de emergência
5362,42416000-5,"Elevadores, guindastes de vagonetas, guindastes e escadas e tapetes rolantes"
5363,42416100-6,Elevadores
5364,42416110-9,Dispositivos de elevação para banheiras
5365,42416120-2,Monta-cargas
5366,42416130-5,Elevadores mecânicos
5367,42416200-7,Guindastes de vagonetas
5368,42416210-0,Elevadores de contentores
5369,42416300-8,Guindastes
5370,42416400-9,Escadas rolantes
5371,42416500-0,Passadeiras rolantes
5372,42417000-2,Elevadores e transportadores
5373,42417100-3,Elevadores ou transportadores pneumáticos
5374,42417200-4,Aparelhos transportadores
5375,42417210-7,Elevadores ou transportadores de acção contínua do tipo balde
5376,42417220-0,Elevadores ou transportadores de acção contínua do tipo cinta
5377,42417230-3,Correias transportadoras blindadas para minas (AFCS)
5378,42417300-5,Equipamento para aparelhos tansportadores
5379,42417310-8,Correias transportadoras
5380,42418000-9,"Máquinas para elevação, movimentação, carga ou descarga"
5381,42418100-0,Aparelhos para empurrar vagonetas de minas e transbordadores de vagões ou locomotivas
5382,42418200-1,Equipamento de transporte em monocarril ou telesqui
5383,42418210-4,Equipamento de transporte em monocarril suspenso
5384,42418220-7,Telecadeiras
5385,42418290-8,Equipamento para telesquis
5386,42418300-2,Equipamento para remoção de fachos de combustão
5387,42418400-3,Máquinas para armazenagem e recuperação do tipo carrossel
5388,42418500-4,Equipamento mecânico para manuseamento
5389,42418900-8,Máquinas de carga ou de movimentação
5390,42418910-1,Equipamento para carga
5391,42418920-4,Equipamento para descarga
5392,42418930-7,Carregadores laterais
5393,42418940-0,Equipamento de movimentação de contentores
5394,42419000-6,Peças para equipamento de elevação e movimentação
5395,42419100-7,Peças para gruas
5396,42419200-8,Peças para veículos para movimentação de cargas
5397,42419500-1,"Peças para elevadores, guindastes de vagonetas ou escadas rolantes"
5398,42419510-4,Peças para elevadores
5399,42419520-7,Peças para guindastes de vagonetas
5400,42419530-0,Peças para escadas rolantes
5401,42419540-3,Peças para tapetes rolantes
5402,42419800-4,Peças para dispositivos transportadores
5403,42419810-7,Peças para correias transportadoras
5404,42419890-1,Peças para dispositivos transportadores do tipo balde
5405,42419900-5,Peças para máquinas de extracção e outro equipamento de elevação ou movimentação
5406,42420000-6,"Baldes, pás, ganchos e tenazes para gruas ou escavadoras"
5407,42500000-1,Equipamento de refrigeração e ventilação
5408,42510000-4,"Permutadores de calor, equipamento de ar condicionado e de refrigeração, aparelhos de filtragem"
5409,42511000-1,Permutadores de calor e aparelhos para liquefacção do ar ou de outros gases
5410,42511100-2,Permutadores de calor
5411,42511110-5,Bombas de calor
5412,42511200-3,Aparelhos para liquefacção do ar ou de outros gases
5413,42512000-8,Instalações de ar condicionado
5414,42512100-9,Aparelhos de ar condicionado para instalação em janelas
5415,42512200-0,Aparelhos de ar condicionado para instalação em paredes
5416,42512300-1,"Sistemas de aquecimento, ventilação e ar condicionado"
5417,42512400-2,Equipamento de ar condicionado para veículos
5418,42512500-3,Peças para aparelhos de ar condicionado
5419,42512510-6,Reguladores da tiragem do ar
5420,42512520-9,Bocas de saída de ar
5421,42513000-5,Equipamento de refrigeração e congelação
5422,42513100-6,Equipamento de congelação
5423,42513200-7,Equipamento de refrigeração
5424,42513210-0,Vitrinas frigoríficas
5425,42513220-3,Balcões frigoríficos
5426,42513290-4,Equipamento de refrigeração para uso comercial
5427,42514000-2,Máquinas e aparelhos para filtrar ou depurar gases
5428,42514200-4,Depuradores de ar e de gás por processo electrostático
5429,42514300-5,Aparelhos de filtragem
5430,42514310-8,Filtros de ar
5431,42514320-1,Filtros de gás
5432,42515000-9,Caldeiras para aquecimento urbano
5433,42520000-7,Equipamento de ventilação
5434,42521000-4,Equipamento de extracção de fumo
5435,42522000-1,Ventoinhas não-domésticas
5436,42522100-2,Peças para ventoinhas
5437,42530000-0,Peças para equipamento de refrigeração e congelação e para bombas de calor
5438,42531000-7,Peças para equipamento de refrigeração
5439,42532000-4,Peças para equipamento de congelação
5440,42533000-1,Peças para bombas de calor
5441,42600000-2,Máquinas-ferramentas
5442,42610000-5,Máquinas-ferramentas operadas por laser e centros de maquinagem
5443,42611000-2,Máquinas-ferramentas para usos específicos
5444,42612000-9,Centro de maquinagem
5445,42612100-0,Centro de maquinagem de eixo horizontal
5446,42612200-1,Centro de maquinagem de eixo vertical
5447,42620000-8,"Tornos, máquinas-ferramentas para escarear e fresar metais"
5448,42621000-5,Tornos
5449,42621100-6,Torno de comando numérico computorizado
5450,42622000-2,Máquinas de roscar
5451,42623000-9,Máquinas de fresar
5452,42630000-1,Máquinas-ferramentas para trabalhar metais
5453,42631000-8,Máquinas-ferramentas para o acabamento de metais
5454,42632000-5,Máquinas de comando numérico para trabalhar metais
5455,42633000-2,"Máquinas para arquear, dobrar, endireitar ou aplanar"
5456,42634000-9,Máquinas para forjar
5457,42635000-6,Máquinas de estampar
5458,42636000-3,Prensas
5459,42636100-4,Prensas hidráulicas
5460,42637000-0,"Máquinas-ferramentas para furar, escarear ou fresar metais"
5461,42637100-1,Máquinas-ferramentas para furar metais
5462,42637200-2,Máquinas-ferramentas para escarear metais
5463,42637300-3,Máquinas-ferramentas para fresar metais
5464,42638000-7,Centro de maquinagem para trabalhar metais
5465,42640000-4,Máquinas-ferramentas para trabalhar materiais duros excepto metais
5466,42641000-1,"Máquinas-ferramentas para trabalhar pedra, cerâmica, betão ou vidro"
5467,42641100-2,Máquinas-ferramentas para trabalhar pedra
5468,42641200-3,Máquinas-ferramentas para trabalhar cerâmica
5469,42641300-4,Máquinas-ferramentas para trabalhar betão
5470,42641400-5,Máquinas-ferramentas para trabalhar vidro
5471,42642000-8,"Máquinas-ferramentas para trabalhar madeira, osso, cortiça, borracha endurecida ou plásticos duros"
5472,42642100-9,Máquinas-ferramentas para trabalhar madeira
5473,42642200-0,Máquinas-ferramentas para trabalhar osso
5474,42642300-1,Máquinas-ferramentas para trabalhar cortiça
5475,42642400-2,Máquinas-ferramentas para trabalhar borracha endurecida
5476,42642500-3,Máquinas-ferramentas para trabalhar plásticos duros
5477,42650000-7,"Ferramentas pneumáticas ou com motor, de uso manual"
5478,42651000-4,Ferramentas pneumáticas de uso manual
5479,42652000-1,Ferramentas electromecânicas de uso manual
5480,42660000-0,"Ferramentas para soldadura e brasagem, máquinas e equipamento para têmpera superficial e projecção a quente"
5481,42661000-7,Equipamento para soldadura e brasagem
5482,42661100-8,Equipamento para soldadura
5483,42661200-9,Equipamento para brasagem
5484,42662000-4,Equipamento para soldagem
5485,42662100-5,Equipamento para soldadura eléctrica
5486,42662200-6,Equipamento para soldadura não eléctrica
5487,42663000-1,Máquinas para têmpera superficial
5488,42664000-8,Equipamento de fusão
5489,42664100-9,Equipamento de fusão para plásticos
5490,42665000-5,Máquinas para metalização por projecção
5491,42670000-3,Peças e acessórios para máquinas-ferramentas
5492,42671000-0,Porta-ferramentas
5493,42671100-1,Carrinhos para transporte de instrumentos de laboratório
5494,42671110-4,Suportes de tubos de ensaio para banhos
5495,42672000-7,Porta-peças para máquinas-ferramentas
5496,42673000-4,Dispositivos divisores especiais para máquinas-ferramentas
5497,42674000-1,Peças e acessórios para máquinas-ferramentas próprias para trabalhar metais
5498,42675000-8,Peças e acessórios para máquinas-ferramentas próprias para trabalhar materiais duros
5499,42675100-9,Peças para serras mecânicas
5500,42676000-5,Peças para ferramentas manuais
5501,42677000-2,Peças para ferramentas pneumáticas
5502,42700000-3,"Máquinas para as indústrias têxtil, do vestuário e do couro"
5503,42710000-6,Máquinas para têxteis
5504,42711000-3,Máquinas para transformação de matérias têxteis sintéticas
